id	name	subcats	price	variants	description
6607	FLEX Staubsauger VC 6 L MC 230V Kompaktsauger		169.00		Beschreibung: / AKTIONSSET bis 31.03.2025 / Flex Staubsauger VC 6 L MC / Sehr kompakter, handlicher und leichter Sauger mit Tragegurt für den mobilen Einsatz. Passt durch die kompakte Bauweise in jedes Fahrzeug / Die Hochleistungsturbine sorgt für hohe Saugleistung und hohen Unterdruck. Dadurch entsteht ein hervorragendes Absaugergebnis / Durch Betätigung der manuellen Filterabreinigung wird das F
6609	Husqvarna Tischsäge TS 73 R		1		PRODUKTBESCHREIBUNG TS 73 R ist eine Fliesen-Brückensäge mit hoher Schnittleistung für alle Arten von Fliesen und Klinker. Diese Tischsäge ist mit einem robusten Schienenführungssystem mit ausgezeichneter Schnittgenauigkeit zum Schneiden von großen Fliesen mit einer Schnittlänge von bis zu 730 mm ausgestattet. Mit der TS 73 R können Kapp- und Gehrungsschnitte von 45° bis 90° und diagonale Schnitte
6656	FLEX LB 125 18.0-EC C Akku Winkelschleifer ohne Akku	Elektrogeräte|Mit Akku	325.00		Beschreibung: / Electronic Management System (EMS) schützt die Maschine, verlängert die Lebensdauer und erhöht die Effizienz / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Temperaturüberwachung, Überlastungsschutz, CDC-Konstantelektronik / Mit elektronischer Bremse, stoppt das Werkzeug in 3 Sek
6677	AKEMI Pearl Impregnator	AKEMI Produkte	104.00		Premium-Imprägnierung auf Basis hochwertiger, organischer Wirkstoffe, hohe Ergiebigkeitnach, nach der Aushärtung ist das Produkt bei Kontakt mit Lebensmitteln gesundheitlich unbedenklich (bestätigt durch externes deutsches Prüfinstitut), Emissionsklasse A+ (bestätigt durch externes Prüfinstitut), Eintreten der Schutzwirkung (20°C): 10 - 20 min. / Premium-Imprägnierung mit exzellentem wasser-, öl- 
6689	Husqvarna K 540i Akku Trennschleifer		949.00		Der neue K 540i ist ein Akku-Trennschleifer, der für Arbeiten in den Bereichen Mauerwerkarbeiten und Landschaftsbau optimiert wurde. Die integrierte X-Halt™-Bremsfunktion sorgt für mehr Betriebssicherheit. Das ausgezeichnete Leistungs-Gewicht-Verhältnis schafft eine optimale Balance. Er bietet eine Schnitttiefe von 100 mm mit verstellbarem Trennscheibenschutz und eignet sich perfekt für Nass- und 
6694	FLEX Akku Pack P-Set 22 Q 18 Volt und zwei Akku 2.5Ah 18V	Elektrogeräte|Mit Akku	159.00		Produkteigenschaften: / Akku Starter-Paket bestehend aus einem Ladegerät 18.0 Volt und zwei Akku-Packs 2,5 Ah 18,0 V / Lieferumfang: / 2x Akkupacks 18 V / 2,5 AH / 1x Ladegerät / Technische Daten: / Ladezustandsanzeige      Ja / Lade-/Entladeschutz       Ja / Akku-Technologie Li-Ion / Beschreibung Akku: / Akku-Pack Li-Ion 18V mit integriertem Lade- und Entladeschutz, Ladezustandsanzeige, Staub- un
6709	Husqvarna Set 1 / K1 Pace 14"		6		Husqvarna K1Pace mit 2x Akku 94V (B 380 X) und Ladegerät (C 900 X) in Holzbox. / Die  Maximale Schnitttiefe ist  144.5mm. Das Gewicht beträgt 7.4 kg. / Lieferumfang: / 1 Stück Akku Trennschleifer K1 Pace in Kartonschachtel / Schnelladegerät und 2 Akku`s in Husqvarna Holzkiste / Technische Daten: / Max. Trennscheibenstärke: 1.8 mm, / Max. Trennscheibendurchmesser: 361 mm. / Geräuschemissionen Schal
6777	Diamantscheibe Bildhauer Ø 230 mm Aufnahme 22,2 mm	Diamantwerkzeuge|Diamanttrennscheiben 150mm -230mm	457.50		Bildhauer Diamanttrennscheiben für Trockenschnitt mit galvanisiertem Vollmantelbelag D 427 / Ø 230 mm / Dicke Trennscheibe 1.8 mm / Schnittbreite 2.8 mm / für Marmor und Kalkstein / Mit montiertem  Seiten-Flansch / Aufnahme Ø 22.2 mm / Maximal 6000 rpm / Aufnahme / 22.2 mm
6781	FLEX Akku Ventilator 18.0/230 V	Elektrogeräte|Mit Akku	140.00		Beschreibung: / Electronic Management System (EMS) schützt die Maschine, verlängert die Lebensdauer und erhöht die Effizienz / Stufenlose Luftmengenregulierung / Sanftanlauf Flexibel im Einsatz dank Haken, 1/4" und 5/8" Aufnahme und um 180° schwenkbarem Kopf / Kann mit einem 18V Akku oder über das 230 V Netzteil betrieben werden / Laufzeit bei maximaler Drehzahl: ca. 2,2 Stunden mit Akkupack 2,5 A
6783	FLEX Akku-Baustrahler mit Stativ TL 4000 18.0/230V	Elektrogeräte|Mit Akku	360.00		Beschreibung: / Leistungsstarker Akku-Baustrahler mit 3 Helligkeitsstufen, 1000, 2000 und 4000 Lumen / Der Multifunktionskopf kann als reine Arbeitsleuchte direkt mit einer 18V Batterie betrieben werden. Verwendung möglich durch Befestigung mit Haken oder auf Stativ montiert / Die drei Panels der Leuchte mit zwei Drehachsen ermöglichen eine freie Positionierung des Lichtwinkels. Somit kann das Lic
6837	PSA Nitril Handschuhe schwarz, Box à 100Stk, Grösse M/L/XL	PSA Plattenleger	15.00		Nitril-Handschuhe Safe Light schwarz M-XL / Einweg-Handschuh aus Nitril mit 100 Stück Inhalt / Schutz vor Spritzern bei Arbeiten mit Flüssigkeiten / öl- und fettbeständig / texturierte Fingerspitzen / mit Rollrand / Ergeben 50 Paar Handschuhe / Schutz von Produkten vor Verunreinigungen / Menge / 100 Stück / Artikelnummer / Grösse / Preis / Warenkorb / 090-080 M / M / ab Lager / exkl. MwSt / 090-08
6851	Putzlappen Trikotstoff 5kg bunt	PSA Plattenleger	16.90		Putzlappen Trikotstoff BUNT / in Plastik verpackt / Baumwolle / vielfältig einsetzbar / Metallfrei / Gewicht 5 kg
6852	Putzlappen Trikotstoff 5kg weiss	PSA Plattenleger	24.20		Putzlappen Trikotstoff WEISS / in Plastik verpackt / Baumwolle / vielfältig einsetzba / Metallfrei / Gewicht 5 kg
6862	CERAMIC TS 300x30mm EXTREME Gres Silencio		351.00		Clipper Extreme Gres Silencio Diamanttrennscheibe 300 x 30 mm / Beschreibung: / Extreme Gres Silencio ist speziell für Naturstein und Keramikfliesen entwickelt worden. / Die bis zu 15 mm hohen Segmente werden mit der patentierten iHD-Technologie hergestellt. / Dadurch sind die Segmente porös und bleiben selbst bei härtesten Materialien konstant scharf und halten die Schnittgeschwindigkeit aufrecht
6863	FLEX Kombi-Bohrhammer Akku CHE 18.0-EC C	Elektrogeräte|Mit Akku	18.0		Beschreibung: / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer / Funktionsschalter mit vier Funktionen: bohren, hammerbohren, meißeln, Meißeljustierung / Electronic Management System (EMS) schützt die Maschine, verlängert die Lebensdauer und erhöht die Effizienz / Drehstopp zum Meißeln / Robustes Aluminium-Druckguss Getriebegehäuse / Mit Gasgebeschalter und Dauerbetriebsfunkt
6864	FLEX Akku AP 18.0 Volt / 2.5Ah / 5.0 Ah / 8Ah	Elektrogeräte|Mit Akku	102.00		Beschreibung: / Akku-Pack Li-Ion 18V mit integriertem Lade- und Entladeschutz, Ladezustandsanzeige, Staub- und Spritzwasserschutz. / Electronic Management System (EMS) / schützt den Akkupack, verlängert die Lebensdauer und erhöht die Effizienz. / Technische Daten: / Akku-Spannung: 18V / Akku-Kapazität: 2.5 Ah / 5.0 Ah / 8.0 Ah / Gewicht: 0.45-1.15 kg / Artikelnummer / Preis / Warenkorb / 050-358 2
6875	FLEX 2-Gang Rührer Akku MXE 18.0 EC WR2 120	Elektrogeräte|Mit Akku	390.00		FLEX 2-Gang Rührer Akku MXE 18.0 EC WR2 120 ohne Akku, ohne Schnellladegerät / Beschreibung: / Electronic Management System (EMS) schützt die Maschine, verlängert die Lebensdauer und erhöht die Effizienz / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer / Robustes 2-Gang-Getriebe: groß dimensioniert und optimal übersetzt - für materialgerechte Drehzahlen und ein starkes Drehmo
6876	FLEX 2-Gang Rührer Akku MXE 18.0 EC/5.0 Set & WR2 120	Elektrogeräte|Mit Akku	670.00		FLEX 2-Gang Rührer Akku MXE 18.0 EC WR2 120 mit 2 Akkus und mit Schnellladegerät / Beschreibung: / Electronic Management System (EMS) schützt die Maschine, verlängert die Lebensdauer und erhöht die Effizienz / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer Robustes 2-Gang-Getriebe: groß dimensioniert und optimal übersetzt - für materialgerechte Drehzahlen und ein starkes Dreh
6901	Husqvarna DE 130 Staubsauger (230V) mit Auto-Pulse-Technologie	Elektrogeräte|230 Volt	5		Der DE 130 H ist ein leistungsfähiger einphasiger H/HEPA-Staubabsauger, der für anspruchsvolle Anwendungen wie die Bodenvorbereitung, Schleif-, Glätt-, Vertikutier- und Kugelstrahlarbeiten sowie zur Verwendung zusammen mit größeren handgeführten Werkzeugen ausgelegt ist. Die Auto-Pulse-Technologie von Husqvarna ermöglicht einen konstanten, hohen Luftstrom ohne Leistungseinbußen während des gesamte
6926	FLEX Laser Distanzmesser ADM 30 Smart		59.00		Produkteigenschaften: / Längen-, Flächen- und Voluminaberechnung / Kontinuierlicher Messmodus / Umschaltbare Maßangabe in m/mm, Inch/Feet / Automatische Abschaltung / Einfache Bedienung / Integrierter Li-Polymer Akku / Ermitteln von Höhen mit indirekter Distanzmessung (einfacher und doppelter Pythagoras) / Schnelles Ermitteln vom Aufmaß im Innenbereich / Inkl. Micro-USB Kabel zum Aufladen / Techni
6948	FLEX Doppel-Ladegerät CA 2x 12/18V	Elektrogeräte|230 Volt	195.00		Das Schnellladegerät bietet Platz für zwei Akkus. / 2 x 150 W / sorgen für schnelles und zeitgleiches Laden von 12 und 18 V Akkus. Mit LED Ladezustandsanzeige, integrierter Akkupackkühlung, Überhitzungs-, Entladungs- und Überlastschutz. Kabelaufwicklung am Gehäuse und die Vorrichtung zur Wandmontage sorgen für Ordnung. Das Schnellladegerät ist kompatibel mit dem FLEX Aufbewahrungs- und Transportsy
6957	FLEX Aktion Twinpack 18V Akku Vakuumheber VLP 18.0 Grabo	Elektrogeräte|Mit Akku	749.00		Beschreibung: / Mit dem ergonomisch gestalteten, mobilen, elektrischen Vakuumheber lässt sich mühelos nahezu jedes Objekt heben, bewegen und präzise platzieren. Dieser Vakuumheber eignet sich hervorragend für verschiedene Materialien wie Fliesen, Trockenbauplatten, Betonsteine, Glas, Metalle, Möbel und große Elektrogeräte. Seine leistungsstarke Funktionalität gewährleistet eine effiziente und zuve
6968	FLEX Winkelschleifer 900 Watt LE 9-11 Ø125mm	Elektrogeräte|230 Volt	160.00		Beschreibung: / Mikroprozessor-Elektronik: mit Drehzahlkonstanthaltung mittels Tachogenerator, Drehzahlregelung, Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Überlastungsschutz / Variable Geschwindigkeitseinstellung (6 Stufen) / Motor: hoch belastbar mit hohem Wirkungsgrad für starke Abgabeleistung / Erhöhte Lebensdauer dank optimierter Kühlung und veränderter Kohlengeometrie / Aufwändige St
6994	Husqvarna DE 110 H Staubsauger 230 V	Elektrogeräte|230 Volt	1		Dieser vielseitige Staubabsauger der H-Klasse ist kompakt, leicht zu transportieren und dennoch leistungsstark. Er ist mit einer benutzerfreundlichen Mensch-Maschine-Schnittstelle (Human Machine Interface, HMI) zur Leistungsüberwachung und mit einer e-Flow-Funktion ausgestattet, die den Luftstrom automatisch anpasst und so einen stabilen Luftstrom sowie lange Intervalle zwischen den Filterreinigun
7023	FLEX Thermo Super Ø150/22.2mm Diamantschleiftopf		245.00		Beschreibung: / Schleifteller geeignet zum Abschleifen von Betonteilen, Anschleifen von verwittertem Altbeton, hartem Zementputz, zum Entfernen von Schalungsübergängen und Betonläufern, ausgehärteten Epoxidharzbeschichtungen und der Sinterschicht an Betonteilen. Hohe Schleifleistung und Lebensdauer durch neuartige Segmentkonstruktion. Optimale Untergrundvorbereitung für eine weitere Beschichtung. 
7030	StoneLux Sparkanülen mit Metallröhrchen 10 Stk im Säckchen		14.00		Sparkanülen mit Metallröhrchen / Die Kanülen werden auf die Spritzen aufgeschraubt, für besseres, gezielteres dosieren. Für 100%igen Lichtausschluss nach der Anwendung wieder mit der Originalkappe verschließen. / 10 Stück / mit Metallröhrchen zur Applikation
7040	tesa 4342 Hochtemperatur-Präzisionskrepp Premium 50mx38mm		8.65		Produktbeschreibung / tesa 4342 Präzionskrepp® besteht aus einem extrem dünnen und reißfesten Papierträger, ausgerüstet mit einer Acrylatklebmasse. Es eignet sich besonders für Abdeckanwendungen, die eine flache, präzise sowie scharfe Farb- und Lackkante erfordern. tesa 4342 Präzionskrepp® ist die ideale Abdecklösung für anspruchsvolle Maler- und Lackieraufgaben. tesa 4342 wird nach neuesten Produ
7048	Husqvarna DS 250 Kernbohrständer, für BK mit max. Ø250mm		1		PRODUKTBESCHREIBUNG DS 250 ist ein mittelgroßer Bohrständer. Der leichte Bohrständer aus Aluminium hat einen kombinierten Bohrständerfuß für Vakuum- und Dübelbefestigung. Die ideale Wahl für Bohrarbeiten mit Durchmessern von bis zu 250 mm. Geeignet für Durchbruch- und Winkelbohrungen im Heizungs- und Sanitärbau. / Merkmale DS 250: / Gerades, präzises Bohren Winkelbohren / Optimale Kurbeldrehzahl /
7072	FLEX LB 125 Winkelschleifer 18.0-EC 5.0 SET	Elektrogeräte|Mit Akku	685.00		Beschreibung: / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Temperaturüberwachung, Überlastungsschutz, CDC-Konstantelektronik / Mit elektronischer Bremse, stoppt das Werkzeug in ca. 3 Sekunden / Electronic Management System (EMS) schützt die Maschine, verlängert die Lebensdauer und erhöht di
711	AKEMI Oel + Fettentfernerpaste	AKEMI Produkte	25.40		Öl- und Fettentfernerpaste, 250 ml Tube: cremige, leicht auftragbare Paste mit Absorptionsmittel. Zum Entfernen von Fett-, Öl- und Wachsflecken sowie Randzonenverfärbungen durch Weichmacher von Silicon-Dichtstoffen aus allen Natur- und Kunststeinen, Keramikflächen sowie Cottobelägen. / Oberfläche: Rau, Fein geschliffen, Geschliffen, Satiniert, Gestockt, Sand gestrahlt, Antik, Gesägt, Sägerau, Spal
7140	Ferro Plattengreifer Gecko V3 Tragkraft 80kg		208.00		Ferro-Plattengreifer Gecko  Hebewerkzeug für den komfortablen Transport von Steinplatten / Rutschsichere Innenbeschichtung für sicheren und materialschonenden Einsatz / Eigengewicht der Werkstücke setzt sich in Klemmkraft um / Technische Daten: / Gewicht 4 kg / Greiffläche 112 x 240 mm / Klemmbereich  5-45 mm / Tragkraft pro Stück 80 kg
7141	Ferro Saugheber Porter Compo		132.00		Ferro Saugheber Porter / Kräftiger und robuster Saugheber mit hoher Tragkraft, speziell für schwere und große Werkstücke. Verwendbar für alle Materialien mit glatter Oberfäche. Durch eine entsprechende Warnmarkierung lässt sich das Vakuum jederzeit kontrollieren. Somit ist ein sicheres Arbeiten garantiert. / Eingebaute Vakuumpumpe im Griff / Handpumpe aus Messing / Inklusive Transportkoffer / Tech
7151	FLEX Bau-Luftreiniger VAC 800-EC #AKTION#	PSA Plattenleger	999.00		SPEZIALPREIS bis 31.03.2025 / Zur Luftreinhaltung bei Sanierungs- und Rückbauten in Schwarz-Bereichen. Zum Schutz der Anwender werden lungengängige Feinstäube aus der Luft gefiltert unter Verwendung von Grob-, Fein-, M/H-Filter sowie Aktivkohlefilter / Stäube werden direkt am Ort der Entstehung abgesaugt. Durch Installation von mobilen Kunststoffwänden und Schleusen läßt sich ein Unterdruck erziel
7155	FLEX Vorfiltermatten G3 passend zu Bau-Luftreiniger VAC 800-EC 10 Stück	PSA Plattenleger	35.00		VFE VAC G3 / Vorfiltermatten G3 / Hält grobe Partikel zurück. / Wird zum Schutz der Filterkassetten eingesetzt. / Passend für VAC 800-EC. / 10 Stück
7156	FLEX Grobfilter G4 passend zu Bau-Luftreiniger VAC 800-EC 1 Stück	PSA Plattenleger	34.00		FE VAC G4 / Grobfilter G4 / Grobstaub Filterkassette zum Einsatz als Vorfilter. / Hält bis zu 90 % der Staubpartikel zurück. / Luftwiderstand nur 45 Pascal. / Passend für VAC 800-EC.
7157	FLEX Aktivkohlefilter G4 passend zu Bau-Luftreiniger VAC 800-EC	PSA Plattenleger	76.00		FE VAC G4 AK / Aktivkohlefilter G4 / Grobstaub Filterkassette für den Einsatz als Vorfilter. / Filtert Gerüche aus dem Arbeitsumfeld und hält bis zu 70 % der Staubpartikel zurück. / Luftwiderstand nur 45 Pascal. / Passend für VAC 800-EC.
7158	FLEX Feinstaubfilter F7 passend zu Bau-Luftreiniger VAC 800-EC 1 Stück	PSA Plattenleger	58.00		FE VAC F7 / Feinstaubfilter F7 / Filterkassette hält bis zu 80 % der Feinstaubpartikel zurück. / Luftwiderstand nur 60 Pascal. / Passend für VAC 800-EC. / 1 Stück
7159	FLEX HEPA 13 Filter passend zu Bau-Luftreiniger VAC 800-EC	PSA Plattenleger	215.00		FE VAC H13/HEPA / Filter HEPA H13 / Filterkassette hält 99,99 % der Feinstaubpartikel zurück. / Luftwiderstand 185 Pascal. / Passend für VAC 800-EC.
7160	FLEX HEPA 14 Filter passend zu Bau-Luftreiniger VAC 800-EC	PSA Plattenleger	231.00		FLEX HEPA 14 Filter / Filter HEPA H14 / Filterkassette hält 99,995 % der Feinstaubpartikel zurück. / Luftwiderstand 160 Pascal. / Passend für VAC 800-EC.
7163	FLEX Staubschutz Türe zu VAC 800-EC  10 Stück	PSA Plattenleger	241.00		DL 2,3x1,3m PP / Türschleuse / Türschleuse aus PP-Folie zum Anbringen an Zimmertüren. / Schottet den Arbeitsbereich ab, dadurch läßt sich ein Unterdruck erzielen und es wird vermieden, dass sich Stäube außerhalb des Arbeitsbereiches ausbreiten. / Abmessung (L x H)2300 x 1300 mm
7164	FLEX Schlauch SH 125x5m C passend zu Bau-Luftreiniger VAC 800-EC	PSA Plattenleger	78.00		Beschreibung Luftführungsschlauch bis 5 m / 6 m / 7.5 m ausziehbar / inkl. Schlauchschelle Ø 125 mm. / Zum Anschluss an das VAC 800-EC an Absaug- oder Luftführungsseite. / Artikelnummer / Länge / Preis / Warenkorb / 050-522 SH5 / 5000 mm / Nicht an Lager / exkl. MwSt / 050-522 SH6 / 6000 mm / Nicht an Lager / exkl. MwSt / 050-522 SH7.5 / 7500 mm / Nicht an Lager / exkl. MwSt / Rückgaberecht / Vers
7174	AKENOVA CLEAR 300 glasklar CC 2200 1K-Klebedichtstoff	AKEMI Produkte	19.70		AKENOVA® CLEAR 300 / glasklarer 1K-Klebedichtstoff auf Basis Polyhybrid-Technologie, Anfangshaftung >80 kg/m2, Klebefestigkeit > 4 N/mm², geringer Schwund, witterungsbeständig, VOC-, silicon- und isocyanatfrei, nahezu geruchlos, überlackierbar, spannungsausgleichend / Generalist für Sichtfugen. Transparente Eigenfarbe ermöglicht Einsatz auf Untergründen in jeder Farbe. Zur Verklebung von Natur- un
7229	NORTON DTS Ø125mm/22,2mm Mr. Invincible	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	29.00		Diamantscheibe für den Einsatz in alle Baumaterialien. / Norton Clipper bietet eine große Auswahl an sicheren und leistungsfähigen Diamantscheiben. Die Norton Clipper "Superheldenscheibe" ist speziell dafür geeignet, ein dynamisches Duo vor allem auch mit batteriebetriebenen Maschinen zu bilden. / Merkmale / Unbesiegbarkeit: Die zweite Generation der iHD-Infiltrationstechnoligie macht die Scheiben
7230	NORTON DTS Ø230mm/22,2mm Mr. Invincible	Diamantwerkzeuge|Diamanttrennscheiben 150mm -230mm	59.00		Diamantscheibe für den Einsatz in alle Baumaterialien. / Norton Clipper bietet eine große Auswahl an sicheren und leistungsfähigen Diamantscheiben. Die Norton Clipper "Superheldenscheibe" ist speziell dafür geeignet, ein dynamisches Duo vor allem auch mit batteriebetriebenen Maschinen zu bilden. / Merkmale / Unbesiegbarkeit: Die zweite Generation der iHD-Infiltrationstechnoligie macht die Scheiben
7235	NORTON DTS Ø115mm/22,2mm Mr. Invincible	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	29.00		Diamantscheibe für den Einsatz in alle Baumaterialien. / Norton Clipper bietet eine große Auswahl an sicheren und leistungsfähigen Diamantscheiben. Die Norton Clipper "Superheldenscheibe" ist speziell dafür geeignet, ein dynamisches Duo vor allem auch mit batteriebetriebenen Maschinen zu bilden. / Merkmale: / Unbesiegbarkeit: Die zweite Generation der iHD-Infiltrationstechnoligie macht die Scheibe
7240	Pflastererhammer Berliner Form 1000-2000g, Eschenstiel geschweift		22.50		Ausführung Berliner Form:Gewalzte Qualität, fertig eingestielt / Einsatzbereich: / der Pflasterhammer Berliner Form ist ist ideal für jede Handwerker Anwendung / der ideale Hammer für diverse Pflästerer / Handwerker / er überzeugt durch beste Qualität und ist aus Spezialstahl geschmiedet und gehärtet mit Holzstiel / sein geringes Eigengewicht erleichtert das Arbeiten er gehört damit in jede Werkze
7244	FLEX 2-Gang Rührer 1200 Watt MXE 1202 AKTIONSSET	Elektrogeräte|230 Volt	289.00		Der Mixer Flex MXE 1202 verfügt über ein robustes 2-Gang-Getriebe und ein übergroßes Getriebe. Es kann bis zu 60 kg mischen: pastös bis viskos wie Klebstoffe für Platten, Massen für Fugen, Ausgleichsmassen, Klebstoffe, Fertigbeschichtung, Klebemörtei etc. / Beschreibung: / Robustes 2-Gang-Getriebe: groß dimensioniert und optimal übersetzt - für materialgerechte Drehzahlen und ein starkes Drehmomen
7248	AKEMI Impregnation Application Mob / Mikrofasermopp	AKEMI Produkte	15.80		Mikrofasermopp / lösungsmittelfest / waschbar / Masse  48 x 15 cm / Für den großflächigen Auftrag von AKEMI Imprägnierungen und Farbtonvertiefern. / Zubehör: Auftragswerkzeuge
7253	AKEMI klappbarer Kunststoff-Mopphalter mit Fixierklipp 40x11cm	AKEMI Produkte	36.80		Klapphalter / klappbarer Kunststoff-Mopphalter mit Fixierclip, 40 x 11 cm / Zur Aufnahme aller oben gelisteten Mopps (Art.Nr. 30273, 30274, 30275, 30276, 30277) in Verbindung mit dem Teleskopstiel (Art.Nr. 020-979 TS). / Zubehör: Auftragswerkzeuge
7256	AKEMI Square Bucket 10 Liter	AKEMI Produkte	40.00		rechteckiger Multifunktions-Kunststoffeimer, lösungsmittelfest, ergonomischer Griff, gestaffelte Literskala, / Fassungsvermögen: 10 Liter / Grösse 55 x 24 x 19 cm / ergonomischer Griff / lösungsmittelfest / Für den großflächigen Auftrag von AKEMI Imprägnierungen, Farbtonvertiefern und Reinigungsprodukten. / Die rechteckige Form ist ideal zum Eintauchen aller oben gelisteten rechteckigen Mopps. / Z
7257	AKEMI Ceramic Smart Repair Set	AKEMI Produkte	925.00		Keramik-Reparaturset im formschönen kleinen Tragekoffer. / CERAMIC Smart Repair Set für nahezu unsichtbare Fliesenreparaturen / Ideal für kleine Schadstellen wie Kratzer und Abplatzungen. / Geeignet für Keramikoberflächen wie Böden, Stufen, Fensterbänke, Theken und Waschtische. / 2-Schritt-Verfahren: 1. Schadstelle mit PLATINUM L-Spezial verfüllen. 2. Oberfläche farblich passend mit den CERAMIC Co
7263	FLEX VCE 28 L MC-Sauger, inkl. Reinigungsset	Elektrogeräte|230 Volt	445.00		Beschreibung: / Handlicher und kompakter Sauger, einfach zu handhaben und leicht zu transportieren / Die Hochleistungsturbine sorgt für hohe Saugleistung und hohen Unterdruck. Dadurch entsteht ein hervorragendes Absaugergebnis / Durch Betätigung der manuellen Filterabreinigung wird das Filterelement durch einen gezielten Luftstoß von abgelagertem Staub befreit / Füllstandsüberwachung, keine Störun
7307	FLEX CHE 2-28 R SDS-plus Kombi-Bohrhammer		310.00		Beschreibung: / Leichter 800 Watt Bohr- und Meißelhammer in Pistolenbauform, mit der Funktion Rechts-Linkslauf / Rechts-/Linkslauf mit Umschaltung über Kohlewender. Dadurch nahezu gleiches Drehmoment in beide Drehrichtungen / Bohrfutter werkzeuglos abnehmbar / Werkzeug-Schnellwechselsystem: universell einsetzbar, mit SDS Plus-Bohreraufnahme oder 13 mm-Schnellspannbohrfutter / Bohren mit Hammerfunk
7315	FLEX Aktion Selbstnivellierender Kreuzlinien-Laser ALC 3/1-G/R	Elektrogeräte|Mit Akku	389.00		Beschreibung: / Mit einer horizontalen und zwei vertikalen Laserlinien im 90° Winkel plus Lot (rote Laserlinie), einzeln schaltbar Lotfunktion / Speziell entspiegelte Gläser sorgen für saubere und hochpräzise Laserlinien / Grüne Laserdiode / Das grüne Linienbild ist deutlich klarer in der Darstellung und auch bei schlechten Lichtverhältnissen immer noch gut sichtbar / Erweitert die Reichweite von 
7322	FLEX LBP 125-15 18-EC C Winkelschleifer	Elektrogeräte|Mit Akku	340.00		Beschreibung: / Electronic Management System (EMS) schützt die Maschine, verlängert die Lebensdauer und erhöht die Effizienz / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Temperaturüberwachung, Überlastungsschutz, CDC-Konstantelektronik / Mit elektronischer Bremse, stoppt das Werkzeug in ca.
7356	FLEX Vlies-Filtersäcke VC 21-26 Pack à 5 Stück		35.00		Beschreibung: / Hochreißfestes Vlies für optimale Befüllung der Filtersäcke und problemlose Entsorgung der abgesaugten Stäube. Staubklasse L, für VC 21 L MC, VC 25 L MC und VCE 26 L MC. / Technische Daten: / Typ Filtersack: Filtersack / Verwendbar für: VC/E 21-26 / Material Filtersack: Vlies / Verpackungseinheit: 5 Stück
7374	Lyra Zimmermannstifte 333, flachoval		1.85		LYRA ZIMMERMANNSTIFT 333® PROFI 18CM / Bestens geeignet für professionelle Anwendungen oder Markierungen auf trockenem Holz / Profi-Ausführung in ovaler Form, mit bruchfester Mine und bester Spitzeigenschaft / Markierfarbe: Graphit / Markierbreite: mittel / Markierhärte: H / Markiermittellänge: 180mm / Preis per Stück
7377	Lyra Universalschreiber, wachshaltige Mine		2.40		Universalschreiber LYRA / Farbe: blau, gelb, rot und weiss / dünner Markierungsstift für glatte Oberflächen / geeignet für Metall, Keramik, Kunststoff, trockenes und nasses Holz, Stein, Beton, Glas, Gummi / leicht entfernbar von Metall, Keramik, Kunststoff und Glas / Schaftform sechskant / 6.8 mm Ø / 17.8 cm lang / Karton à 12 Stück / Artikelnummer / Preis / Warenkorb / 040-926 BLAU / ab Lager / e
7378	SIMPLEX Schonhammer extra kurz, Ø60mm Stiel 205mm	Hämmer	56.00		SIMPLEX-Schonhammer Gummikomposition, / mit Standfuß / / Superplastik / Dieser SIMPLEX-Schonhammer verfügt über einen extra kurzen Stiel. Die kompakte Bauform verhindert -beispielsweise bei Pflasterarbeiten- das Anschlagen des Griffendes auf dem Boden. / Der SIMPLEX-Schonhammer D60mm mit der Einsatzkombination Gummikomposition / Superplastik ist ein unentbehrlicher Begleiter für eine Vielzahl von 
7379	SIMPLEX Schonhammer mit Alu-Gehäuse und Holzstiel, Ø 30/40/50/60 mm	Hämmer	35.00		SIMPLEX-Schonhammer Halder mit Aluminiumgehäuse und Holzstiel, TPE-soft/TPE-mid, Ø 30/40/50/60 mm / Der SIMPLEX-Schonhammer der Serie 3113 verfügt über die Einsatzkombination TPE-soft / TPE-mid. Beide Einsätze sind Thermoplast-Elastomere und hinterlassen keinen Farbabrieb, es bleibt im Vergleich zum herkömmlichen Gummihammer kein unerwünschter schwarzer Abrieb zurück. / Der blaue TPE-soft-Einsatz 
