id	name	subcats	price	variants	description
3903	AKEMI Solid Wax	AKEMI Produkte	30.90		Cremiges, schnell trocknendes Poliermittel aus hochwertigen Wachsen Hartwachs zur Behandlung von horizontalen und vertikalen    Oberflächen wie Fensterbänken, Fliesen, Ecken und Kanten aus feingeschliffenem oder poliertem Natur- und Kunststein wie Marmor, Granit, Schiefer, Travertin, Terrazzo und Agglo. Erzeugt lang anhaltenden Glanz, schließt feine Kratzer, vertieft die natürliche Farbe und Struk
397	KSK 6 Zylinder mit Rundung konkav keramisch ø25x25mm K36		4.80		Kleinschleifkörper KSK / ø 25x25mm oben konkav-Muld (nach innen) / Schaft ø 6mm x 40 mm / Korn 24/36 / Aus Siliziumcarbid / Form C / Aufnahme / 6mm
4019	AKEMI TRANSFORMER MAX	AKEMI Produkte	120.90		Imprägnierung mit extrem schneller und starker Farbtonvertiefung, nach der Aushärtung ist das Produkt bei Kontakt mit Lebensmitteln gesundheitlich unbedenklich (bestätigt durch externes deutsches Prüfinstitut), Emissionsklasse A+ (bestätigt durch externes Prüfinstitut), Eintreten der Schutzwirkung (20°C): 5 - 10 min. Höhere Ergiebigkeit: 30 - 50 m²/l (bei polierten Flächen) / Witterungsbeständiges
4026	Bildhauer Diamanttrennscheiben für Trockenschnitt		211.00		Bildhauer Diamanttrennscheiben, galvanisierter Vollmantelbelag D 427. / Ø125 mm - 150 mm / Mit montiertem Flansch / Aufnahme M 14 / Maximal 6000-8000 rpm je nach grösse. / Aufnahme / M14 / Artikelnummer / ø / Preis / Warenkorb / 030-590 / 125 mm / ab Lager / exkl. MwSt / 030-592 / 150 mm / ab Lager / exkl. MwSt / Rückgaberecht / Versandinformationen / AGBs / © 2026 Ferronato AG - / Impressum/Daten
4030	Fingerfräser BETCUT DRY Vollbelag		70.00		Diamantfingerfräser BETCUT DRY  galvanisiert mit 45 Grad Kragen. / Fingerfräser mit rundum Vollbelag. / Für die Anwendung auf Winkelschleifern, zum Erweitern von Bohrungen, Innenflächen und Konturen. / Trockenanwendung, für alle Materialien / . / Drehgeschwindigkeit: ca. 10`000 U/min / für / Trockenanwendung / Nutzlänge / 40 mm / Aufnahme / M 14 / Artikelnummer / Durchmesser / Preis / Warenkorb / 
4031	BETCUT DRY M14 Diamantbohrkronen trocken/grob	Diamantwerkzeuge|Diamantbohrkronen	20.00		BETCUT DRY M14 Ø 5mm-Ø 150mm / Diamantbohrkrone "BETCUT DRY" Trockenbohrkrone vacuum braze. / Aufnahme M14 IG / Mit vollem Diamantbelag (vollbelegt), grobkörnig, vakuumbrased / Stabiler Stahlkörper / mit M14 Innengewinde / Geeignet für alle Materialien im Trockenbohrverfahren. / Drehgeschwindigkeit: 2`000 - 10`000 U/min. / Aufnahme / M 14 IG / Artikelnummer / ø / Nutzlänge / Preis / Warenkorb / 03
4040	BETCUT-FAT Ø 90 - 113mm Fugenfräser	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	60.75		BETCUT-FAT Fugenfräser Ø 90 mm - 113 mm / Aufnahme 22.2 mm / für Granit / universal / Turbo-Fräsbelag 6,0x10,0mm / max.Speed 10`000 rpm / Durchmesser / 90 mm / Artikelnummer / Preis / Warenkorb / 032-128 / ab Lager / exkl. MwSt / Rückgaberecht / Versandinformationen / AGBs / © 2026 Ferronato AG - / Impressum/Datenschutzerklärung / Javascript deactivated / Javascript is deactivated, some functions 
4046	Staub-Halbmaske Moldex 7000, ohne Filter		36.00		Staub-Halbmaske Moldex 7000 / Maskenkörper Halbmaske / ohne Filter / Serie 7000 Komplett ausgestattete Atemschutzmehrweg-Halbmaske. Wiederwendbare Atemschutzmaske mit minimalem Wartungsaufwand. Die Kombination von Gas und Partikelfilter ist frei wählbar. Sicher und Komfortabel. Maskenkörper aus weichem, hautverträglichem T PE - Bebänderung, kann gelöst werden zur einfacheren Handhabung in Tragepau
4059	KGS Hybrid Flap Disc M14 WET & DRY		93.00		KGS Hybrid Flap Disc M14 Körnung 50-200, Nass- und Trockenanwendung. / Flap Disc Ø115mm Diamant-Lamellenschleifscheibe mit Körnung 50-200 mit M14-Aufnahme. Diamantschleiffteller, belegt mit minimum flexiblen Diamantlamellen, für ultraschnelles und vibrationsfreies Schleifen und Schruppschleifen. Garantiert sehr grosser Abrieb, auch auf sehr harten kompakten Oberflächen und Kanten. Trocken und auch
4065	AKEMI Farbtonvertiefer Super	AKEMI Produkte	42.00		Imprägnierung mit hervorragender Farbtonvertiefung, nach der Aushärtung ist das Produkt bei Kontakt mit Lebensmitteln gesundheitlich unbedenklich (bestätigt durch externes deutsches Prüfinstitut). Eintreten der Schutzwirkung (20°C): ca. 24 - 48 h Witterungsbeständiges Produkt mit Langzeitwirkung für innen und außen. Besonders zur Farbtonvertiefung von dunklen Steinen (wie Nero Assoluto, Impala sch
4066	BETCUT CERAMICS Turbo Nassanwendung		124.00		BETCUT CERAMICS Turbo Ø300mm/30/25.4 und Ø350mm/30/25.4 CD325 / Diamanttrennscheibe für Keramik, Feinsteinzeug und Natursteine/Baumaterial / Turbo-Vollbelag 7,0mm Nassanwendung / BETCUT CERAMICS für Tischfräsen Die perfekte Trennscheibe für universellen Einsatz auf der Bau-Tischfräse. Sehr gute Schnittleistung auch mit relativ wenig Wasserzuführung. Top-Leistung im Materialmix zwischen Keramikplat
4069	BETCUT SPIRALBRICK Ø 100mm, Trockenanwendung		18.00		BETCUT SPIRALBRICK  Ø 100 mm Korn 50 - Korn 3000 und SHINE (BUFF) / PAD Ø 100mm Velcro Verbindung, für Granit, Hartgestein, für Trockenanwendung. Ein Dauerläufer... / Aufnahme / Klettverbindung / Artikelnummer / Körnung / Preis / Warenkorb / 031-760 / 50 / ab Lager / exkl. MwSt / 031-762 / 100 / ab Lager / exkl. MwSt / 031-764 / 200 / ab Lager / exkl. MwSt / 031-766 / 400 / ab Lager / exkl. MwSt /
4094	KGS FILEX Diamant Hand-Feilen flach 40x20 mm		13.90		KGS FILEX Feilen flach 40x20 mm,  DIAMOND Diamanthandfeile, / Körnungen von 120-800 / Für Nass- und Trockenschleifen / Bei Nassschliff lange Lebensdauer / Diamantfläche 38,5 x 19 mm. / Empfohlen für Kalkstein hart, Marmor weich, Marmor hart, Granit, Serpentin hart / Milimeter / 38.5 mm x 19 mm mm / Artikelnummer / Körnung / Farbe / Preis / Warenkorb / 030-344 / 120 / schwarz / ab Lager / exkl. MwS
4132	Druckluft Winkelschleifer Mini		282.00		DL-Winkelschleifer Mini / 12'000 Upm (RPM) / Luftbedarf 200 l/min / Luftdruck 4-5 bar / inkl. Klett- Aufnahmeteller Ø 50 mm / Gewicht: 0.9 kg / Mini-Winkelschleifer zum Schleifen und Polieren von engsten Radien und kleinen Flächen / ideal geeignet zum Fasenschleifen von Beckenausschnitten / Trockeneinsatz in Kombination mit Schleifbelägen KS-Dry-MINI
4207	DSK 3mm Set Gravurstifte gesintert 10 verschiedene Formen		180.00		10-teiliges Set mit gesinterten Diamant-Gravurstiften / grob D427 / Schaft Ø 3x30mm / geliefert in Plastikbox / für Trockenanwendung / Aufnahme / 3x30 mm
4215	AKEMI FLEXY-ZEM	AKEMI Produkte	33.60		FLEXY-ZEM luftfeuchtigkeitshärtender, 1-Komponenten-Fugenfüllstoff (310 ml) auf Polymerbasis, garantiert keine Randzonenverfärbung, fungizide Einstellung, im Innen- und Außenbereich einsetzbar, 12 Monate lagerfähig FLEXY-ZEM ist ein spezieller Fugenfüllstoff für Dehn- und Anschlussfugen im Bereich Großkeramik, Fliese, Natur- und Kunststein wie Marmor, Granit, Quarzit, Sandstein, Terrazzo und Beton
4241	KGS RED K810 Diamanttrennscheibe 115-230 mm  Aufnahme M14	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm|Diamanttrennscheiben 150mm -230mm	57.00		RED K810 Diamant Trennscheibe Säge / für Granit / Ø115-230mm / Aufnahme M14 / Höhe: 7mm, Breite: 2.2mm / für Trockenschnitt / Für Beton, Betonpflaster, Ziegelstein, Dachziegel, Granit, Verbundstein, Kalksandstein, Marmor, Porenbeton, Pflasterstein Kunststein geeignet. / PREMIUM TRENNSCHEIBE: / Universell einsetzbare Scheibe. / Schutzsegmente gegen Unterschneiden. / Gewellter Stahlkern für einen st
4242	KGS RED FINE CUT K840 CERAMICS	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	46.00		KGS RED FINE CUT K840 Ø125/22,2mm "New tech" Diamanttrennscheibe / 5 Segmente Breite:1,1mm für Keramik und Naturstein / gesintert, mit Vollbelag. / Swiss Diamond Technology
4243	BETCUT NSTTB CERAMICS	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm|Diamanttrennscheiben 150mm -230mm	55.00		BETCUT Keramik-Trennscheibe New Shape Turbo Thin blade für Keramik Trockenschnitt / in den Grössen: Ø125 mm/ 150 mm / 230 mm / Aufnahme: 22,2mm mit Kernflansch / 10x1,2mm Diamantbelag / Für Trockenanwendung / Aufnahme / 22.2 mm / Artikelnummer / ø / Preis / Warenkorb / 030-576 / 125 mm / ab Lager / exkl. MwSt / 030-602 / 150 mm / ab Lager / exkl. MwSt / 030-604 / 230 mm / ab Lager / exkl. MwSt / R
4247	KGS MS-Polymer High Tack 360		14.70		Kartusche Farbe weiss und schwarz, Inhalt 290 ml. / Baumaterialien direkt verkleben und befestigen auf nahezu allen Oberflächen. Besonders für die Verklebung und Montage von schweren Materialien wie Stein und Keramik. Dauerelastisch, sehr gute Haftung auch auf feuchtem Untergrund. UV- und witterungsbeständig. Keine Fleckenbildung auf Naturstein. Schnelle Aushärtung. (Temp. +5°C bis -40°C). / Beson
4300	AKEPOX PANEL ADHESIVE 7030 2K-Kleber	AKEMI Produkte	94.50		AKEPOX PANEL ADHESIVE 7030 / 2-Komponentenkleber / cremig - standfest Grau 3kg Gebinde / Comp.A 2,25Kg / Comp.B 0,75Kg / Zur flächigen Verklebung von Dünnkeramik. Innen-und Aussenbereich sehr schnelle Aushärtung / cremig-standfester 2K-Kleber, leicht verarbeitbar, sehr schnelle Aushärtung (ca. 2 - 4 h), Mischungsverhältnis 3:1 Zur flächigen Verklebung von Dünnkeramik sowie Natur- und Kunststein au
4388	KGS Flexis FM  Ø150mm/6"		26.90		KGS Flexis FM System Ø 150 mm 6" Korn 100 - Korn 3000. Bodenpads zum Reinigen und Polieren mit der neuen FERRZON®+ Technologie. Damit erreicht die tägliche Boden-Reinigung eine neue Dimension der Oberflächenbehandlung. / Professionelle Reinigungsfachkräfte, die die bestmöglichen Produkte zur Fußbodenwartung und -reinigung suchen, vertrauen auf FLEXIS® Bodenpads mit unschlagbaren Reinigungs- und Po
4424	BETCUT HONEYCOMB PAD Ø150 mm 1- 6		77.20		BETCUT HONEYCOMB PAD / Ø150mm / K50-10000 mit Velcrobelag / Für Hartgestein und Beton / Nass+Trockenanwendung / wet and dry honeycomb / durchnummeriert von 1-6. / Aufnahme / Velcrobelag / Artikelnummer / Bez. / Korn / Preis / Warenkorb / 031-882 / Nr. 1 / 50 / Nicht an Lager / exkl. MwSt / 031-884 / Nr. 2 / 100 / Nicht an Lager / exkl. MwSt / 031-886 / Nr. 3 / 400 / ab Lager / exkl. MwSt / 031-888
4448	AKEMI Jollynator	AKEMI Produkte	19.90		JOLLYNATOR Mischdüsenaufsatz für COLOUR BOND P+ Mischdüse 08-18 Aufsatz für AKEMI Mischdüse. Zum materialsparenden und genaueren Einbringen des Klebers COLOUR BOND P+ in die Fuge. / 12 Stück in der Tüte. / Material / Naturstein, Granit, Marmor und Kalkstein, Quarzkomposit, Keramik, Solid-Surface
4515	Slx StoneLux® 2.0 Ceramic Kit Sortiment		1		Das umfassende StoneLux 2.0 Ceramic Kit Reparatur Set für Quarzkomposit, Keramik und Fliesen mit 14 Reparaturfarben, 1 Mal Sanitary Weiss matt und folgenden Highlights: / Neue Ideen für bessere Reparaturen! / 5 Reparaturtechniken machen den Einsatz eindrucksvoll möglich. / Transpa Technik, für Kleinschäden an lebhaften Oberflächen / Retusche Technik für voluminöse Schäden an farbvielfältigen Oberf
4570	Messingdrahtbürste Zeintra 3 Reihen		18.20		Messingdrahtbürstemade in Switzerland. / Messingdraht gewellt / 3 Reihen / Breite: 30 mm / Besatzlänge: 145 mm / Länge: 290 mm / Diese Bürste findet ihre Anwendung bei der Reinigung von noch nicht stark angerosteten Teilen.
4697	PULVERFARBE OXYD SCHWARZ 500 1 Kilogramm		7.75		Produktbeschreibung: / Polierpulver als Beimischung zur Farboptimierung / vor Verwendung Polierpulver mit Wasser aufschlämmen / in 1 Kilogrammbüchse mit Sicherheitsdrehverschluss / Vielseitige Anwendbarkeit: Perfekt geeignet für Beton, Gips, Lacke, Farben, Beschichtungen, Kunststoffe und Silikone. / (feine Schwarze Pulverfarbe) für Innen und Außen zum dekorativen Einfärben von Beton, Putz, Gips, …
4699	TRED Diamanttrennscheibe Ø22mm		49.00		TRED Diamanttrennscheibe montiert HP Ø22mm / Schaft/Mandrell Ø2,35mm / Dicke Trennscheibe  0.25 mm / Länge 46 mm / Dental / galvanisiert
4901	FERRAMICS Ø350/60 Blau		239.00		FERRAMICS ZooZ Diamanttrennscheibe Keramik Ø350mm/60mm Sandwich Kern. NL: TK100mm 2x12mm Löcher, 28 Segmente, 44x3.2x7mm engverzahnt. Umdrehungszahl: RPM +-2000 U/min. / Für DEKTON, LAMINAM, NEOLITH usw. / Vorschub bei Plattendicke 8mm: 1,7-2,2 m/min 12mm: 1,7-2,2 m/min, 13mm-20mm: 1,5-2,0 m/min. / Für vertikale Schnitte in DEKTON LAMINAM Dicke 20mm immer 1,6 m/min Vorschub 45°/12mm Schnitt 1,2 m/
4928	PKD Schleiftopf blau 125mm		180.00		Schleiftopf DT100-362: / Schneller und effektiver Abtrag ohne zu verkleben / Besonders leistungsstarker PKD-Spezialschleiftopf / Schneller und effektiver Abtrag, aufgrund der PKD (poly-kristaline Diamanten) Segmente / Ø 125 mm / Höhe 22 mm / Aufnahme 22.23 mm / 12200 RPM / Geschwindigkeit: 80m/s / Segmentzahl 6 Stück / Trockenanwendung
4929	PKD Schleiftopf blau 180mm		220.00		Schleiftopf DT100-260: / Schneller und effektiver Abtrag ohne zu verkleben / Besonders leistungsstarker PKD-Spezialschleiftopf / Schneller und effektiver Abtrag, aufgrund der PKD (poly-kristaline Diamanten) Segmente / Ø 180 mm Höhe 30 mm / Aufnahme 22.23 mm / 8700 RPM / Geschwindigkeit: 80m/s / Segmentzahl 6 Stück / Trockenanwendung
4931	PKD Schleiftopf schwarz 180mm		174.00		Schleiftopf DT100-237: / Schneller und effektiver Abtrag ohne zu verkleben / Besonders leistungsstarker PKD-Spezialschleiftopf / Schneller und effektiver Abtrag, aufgrund der PKD (poly-kristaline Diamanten) Segmente / Ø 180 mm / Höhe 30 mm / Aufnahme 22.23 mm / 8700 RPM / Geschwindigkeit: 80m/s / Segmentzahl 12 Stück / Trockenanwendung
4986	Ferrix Schleifteller Keramik Ø100 mm M14		104.00		Schleifteller für Keramik / Ø100 mm / Aufnahme M14 / Körnung 50 / Hart / für nass und trocken Anwendung
4987	DTS Trenn-u. Schruppscheibe für Fliesen und Feinsteinzeug Ø125mm M14		65.00		Diamant Trenn-und Schruppscheibe für Fliesen und Feinsteinzeug: KJC Master Ø125mm M14 / Technische Daten: / Grösse: Ø125mm / Aufnahme: M14 / Trockenanwendung / Gewicht: 0.19 kg / Beschreibung: / Premium-Trenn- und Schruppscheibe für Bündigschnitte und zum Anfasen / Fliesen, Feinsteinzeug
5167	FLEX SE 14-2 125 Supraflex Set	Elektrogeräte|230 Volt	745.00		Beschreibung: / VR-Elektronik: stufenlose Drehzahlvorwahl, Drehzahlkonstanthaltung mittels Tachogenerator, Überlastungsschutz, Wiederanlaufsperre und Temperaturüberwachung / Kraftvoller 1400 Watt Motor mit leistungsstarkem Lüfter für optimale Kühlung / Optimierte Luftführung für bestmögliche Kühlwirkung von Motor und Getriebe. Keine störende Abluft für den Anwender / Neuartige Kombination von Plan
5444	FERRAMICS Ø400/60 Blau		296.00		FERRAMICS ZooZ Diamanttrennscheibe Keramik Ø450mm/60mm Sandwich Kern. 28 Segmente, 44x3.2x7mm engverzahnt. Umdrehungszahl: RPM +-2000 U/min. / Für DEKTON, LAMINAM, NEOLITH usw. Vorschub bei Plattendicke 8mm: 1,7-2,2 m/min 12mm: 1,7-2,2 m/min, 13mm-20mm: 1,5-2,0 m/min. / Für vertikale Schnitte in DEKTON LAMINAM Dicke 20mm immer 1,6 m/min Vorschub 45°/12mm Schnitt 1,2 m/min 45°/20mm Schnitt 1,0 m/mi
5449	AKEMI Spectrum Pastes 51 Farben	AKEMI Produkte	23.20		Spectrum Pastes, Farbpaste Zum Einfärben von PLATINUM P+ (Epoxyacrylat-Kleber). Farbzuordnungstabellen (Colour Charts) zu den einzelnen Quarzkompositen und Keramiken der namhaften Hersteller: / colour charts / oder in unserer App: / Colour Chart App / . / Auch geeignet für AKEMI Polyester Kleber und Kitte sowie EVERCLEAR-Produkte in Dosen. / Auf Bild 2 ist das passende App für Android und Apple Ha
5529	FLEX Aktion Winkelschleifer Set LBE 17-11 inkl. L12-11	Elektrogeräte|230 Volt	329.00		2 Maschinen zu einem sensationellen Preis / Gerät 1: Flex LBE 17-11 125 Winkelschleifer / Beschreibung: / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Überlastungsschutz, CDC-Konstantelektronik / Motor: hoch belastbar mit hohem Wirkungsgrad für starke Abgabeleistung / Erhöhte Lebensdauer dank optimierter Kühlung und veränderter Kohlengeometrie / Aufwändige Staub
5531	AKEMI Jollynator Set 90°+  135°	AKEMI Produkte	36.00		JOLLYNATOR Set 90° für COLOUR BOND P+. / Inhalt: / 1 Abziehwerkzeug 90° oder 135° / 1 Reinigungsspatel 90° oder 135° / Zur Erstellung perfekter 90° und 135° Außenkanten in Verbindung mit COLOUR BOND P+. Insbesondere bei Waschtischen, Treppenstufen, Fensterbänken, Ablagen, Badewannenverkleidungen, Duschbänken, Duschnischen. / Material: / Naturstein, Granit, Marmor und Kalkstein, Quarzkomposit, Kera
5543	FERRIX Diamant Frässcheibe Ø125 x22.2 mm / 6 mm	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	148.00		FERRIX Diamant Frässcheibe Ø125 mm / Für folgende Maschinen Winkelschleifer Mauerschlitzfräsen/Mauernutfräsen / Fugenfräser / Trockenanwendung (auch nass möglich) / Aufnahme 22.2 mm / Segmentbreite 6 mm / Optimaler Kernschutz durch eingelötete Schutzsegmente
5544	FERRIX Diamant V Fräser Ø125 mm	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	154.00		FERRIX Diamant V-Fräser Ø125 mm. Anwendung auf Winkelschleifer,  Ideal für Beton armiert Beton/Betonerzeugnisse Kalksandstein Sandstein Estrich Asphalt / V-Nut-Fräser / Nur Nassanwendung / Aufnahme 22.2 mm / Segmenthöhe 12 mm / Segmantbreite 9.5 mm / zur Reparatur von Rissen
5545	FERRIX Diamant Frässcheibe Ø125 mm / 10 mm	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	168.00		FERRIX Diamant Frässcheibe Ø125 mm / Für folgende Maschinen Winkelschleifer Mauerschlitzfräsen/Mauernutfräsen / Fugenfräser / Trockenanwendung (auch nass möglich) / Aufnahme 22.2 mm / Segmentbreite 10 mm / Optimaler Kernschutz durch eingelötete Schutzsegmente
5546	FERRIX Diamant Frässcheibe Ø125 mm / 8 mm	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	198.00		FERRIX Diamant Frässcheibe Ø125 mm / Fugenfräser / Trockenanwendung (auch nass möglich) / Aufnahme 22.2 mm / Segmentbreite 8 mm
5635	PSA Schutzhandschuhe SHOWA 380	PSA Plattenleger	5.20		Der vielfältig einsetzbare Handschuh 380 gewährleistet ein präzises Tastgefühl und bietet eine dauerhafte Griffsicherheit sowohl in nassen als auch in trockenen Umgebungen beim Umgang mit kleinen öligen Komponenten oder beim Heben schwerer Gegenstände. / Mit dem Fokus auf Komfort verhindert das elastische Bündchen das Eindringen von Schmutz in den Handschuh und über die offene Rückseite können Luf
5687	PROBST KNEESEAT Kniehocker KS	PSA Plattenleger	112.00		Der KNEESEAT unterstützt und entlastet Rücken, Schultern und Nacken, indem er Hüfte, Knie- und Sprunggelenk im optimalen Winkel positioniert. / Weitere Detailinformationen: / Ergonomische Knie- und Fußgelenkschoner. / Entlastet den Rücken beim Knien und Sitzen. / Extra dicke, verzinkte Stahlrohre für zusätzliche Stabilität. / Entspricht DIN EN 14404:2010-05 Typ 4 / Stufe 0. / per Stück / Technisch
5719	StoneLux 2.0 Profi Set PRO		3		StoneLux® 2.0 professional SET mit Keramik Reparatur Modul. / Transpa Technik Ceramic für Kleinschäden an Oberflächen. / Retusche Technik für voluminöse Schäden an farbvielfältigen Oberflächen. / Kristall Technik für Schäden an monochromen, kristallinen Oberflächen. / Struktur Technik für Schäden an strukturierten Oberflächen. / Mikrodefekt Technik für Haarrisse, Präparationsränder und sonstige Kl
5720	StoneLux 2.0 Professional Kit  (ohne Ceramic Kit)		2		Das umfassende StoneLux 2.0 Professional Reparatur Set für Naturstein, Quarzkomposit, Steinzeug, Keramik und Fliesen mit 10 Reparaturfarben und folgenden Highlights: / Neue Ideen für bessere Reparaturen! / 5 Reparaturtechniken machen den Einsatz eindrucksvoll möglich. / Transpa Technik, für Kleinschäden an lebhaften Oberflächen / Retusche Technik für voluminöse Schäden an farbvielfältigen Oberfläc
5736	FLEX Staubsauger VC 6 L MC 18.0 Volt	Elektrogeräte|Mit Akku	240.00		Beschreibung: / Sehr kompakter, handlicher und leichter Sauger mit Tragegurt für den mobilen Einsatz. Passt durch die kompakte Bauweise in jedes Fahrzeug / Die Hochleistungsturbine sorgt für hohe Saugleistung und hohen Unterdruck. / Dadurch entsteht ein hervorragendes Absaugergebnis Durch Betätigung der manuellen Filterabreinigung wird das Filterelement durch einen gezielten Luftstoß von abgelager
5749	FLEX R 2602 Rührmaschine	Elektrogeräte|230 Volt	1		Beschreibung: / Ideal für Gipser und Baumeister / Seit Jahren bewährt und beliebt / Extrem robustes und langlebiges Leichtmetallgehäuse / Zum Mischen und Rühren von Gips, Putz, Zement, Emulsionen und zum anrühren von Mischungen / Sicherheitsschalter / Technische Daten: / Leistungsaufnahme: 1600 Watt / Leerlaufdrehzahl: 2000 / min / Gewicht: 9.3 kg / Grundausstattung: / 1 Adapter innen M 20 / M 14 
5750	FLEX  LD 24-6 180 Betonschleifer	Elektrogeräte|230 Volt	1		Beschreibung: / Elastischer Gummiabsaugring mit verschleißarmen Metallring: gleitet ruckfrei über die Oberfläche, schützt vor Staub und herausschleudernden Steinen / Staubabsaugung: schützt vor abrasivem Staub, senkt den Scheibenverschleiß, hält die Betonporen für die Neubeschichtung offen / Sanftanlauf: für sicheren Start ohne Überlastung des Stromnetzes / Wiederanlaufsperre nach Stromausfall / A
5754	FLEX LB 17-11 Winkelschleifer Ø125mm Aufnahme M 14	Elektrogeräte|230 Volt	290.00		Beschreibung: / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Überlastungsschutz, CDC-Konstantelektronik / Motor: hoch belastbar mit hohem Wirkungsgrad für starke Abgabeleistung / Erhöhte Lebensdauer dank optimierter Kühlung und veränderter Kohlengeometrie / Aufwändige Staubabdichtung von Motor und Getriebe / Mit mechanischer Bremse, stoppt das Werkzeug in 3,5 Se
5785	FLEX LBE 125 18.0-EC C Akku Winkelschleifer	Elektrogeräte|Mit Akku	350.00		Beschreibung: / Electronic Management System (EMS) schützt die Maschine, verlängert die Lebensdauer und erhöht die Effizienz / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Temperaturüberwachung, Überlastungsschutz, CDC-Konstantelektronik / Mit elektronischer Bremse, stoppt das Werkzeug in 3 S
5931	Aufnahmeteller SF HART Ø130 SF M14 hart		58.00		Aufnahmeteller SF ø 130mm / M14 hart mit IG / Bajonettaufnahme flach / mit Innengewinde / Aufnahme / M14 IG
5937	BETCUT NSTTB1,2 Ø125mm / 150 mm Keramik mit M14 Premium CH Flansch	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm|Diamanttrennscheiben 150mm -230mm	79.00		BETCUT NSTTB für Keramik Trockenschnitt BETCUT Keramik-Trennscheibe / New Shape Turbo Thin blade / in der Grössen: Ø125 mm und 150 mm / Aufnahme: M14 Swiss Premium Flansch / 10x1,2mm Diamantbelag / Für Trockenanwendung / Aufnahme / M14 / Artikelnummer / Durchmesser / Preis / Warenkorb / 030-577 / 125 mm / ab Lager / exkl. MwSt / 030-603 / 150 mm / Nicht an Lager / exkl. MwSt / Rückgaberecht / Vers
5950	AKEMI AKENOVA® ELASTIC 100	AKEMI Produkte	17.40		Elastischer 1K-Klebstoff auf Basis Polyhybrid-Technologie, sehr hohe Anfangshaftung (High Tack >200 kg/m²), Klebefestigkeit > 4 N/mm², geringer Schwund, witterungsbeständig, VOC-, silicon-, isocyanat- und zinnfrei, nahezu geruchlos, überlackierbar, spannungsausgleichend, sehr emissionsarm (EMICODE® EC1PLUS), Emissionsklasse A+ (bestätigt durch externes Prüfinstitut) / Zum Einkleben von Ankerstange
5951	AKEMI AKENOVA® ROCKET 200	AKEMI Produkte	17.40		Schneller 1K-Klebstoff auf Basis Polyhybrid-Technologie, handfest nach 20 Minuten, sehr hohe Anfangshaftung (High Tack >200 kg/m²), Klebefestigkeit > 6,5 N/mm², hohe Wasserbeständigkeit, witterungsbeständig, VOC-, silicon-, isocyanat- und zinnfrei, nahezu geruchlos, überlackierbar, spannungsausgleichend, sehr emissionsarm (EMICODE® EC1), Emissionsklasse A+ (bestätigt durch externes Prüfinstitut) /
5993	Diamant Trenn- und Schleifscheibe Ø 30 mm M14		16.00		Diamant Trenn- und Schleifscheibe / vakuumgelötete Diamanten / Ø 30 mm / Höhe über alles 40 mm / Aufnahme: M14 / Trockenanwendung
5994	Diamant Trenn- und Schleifscheibe Ø40 mm M14		18.40		Diamant Trenn- und Schleifscheibe / vakuumgelötete Diamanten / Ø 40 mm / Höhe über alles 40 mm / Aufnahme: M14 / Trockenanwendung
5997	Diamant Topfscheibe Ø100mm M14		44.00		Topfscheibe / vakuumgelötete Diamanten / Ø100mm / Aufnahme: M14 / Trockenanwendung
5998	Diamant Topfscheibe Ø115 mm M14		48.00		Topfscheibe / vakuumgelötete Diamanten / Ø115mm / Aufnahme: M14 / Trockenanwendung
5999	Diamant Schleifkegel Ø 35 mm M14		24.00		Diamant Schleifkegel / Ø 35 mm / Höhe ohne Aufnahme 40 mm / Aufnahme M14 / Trockenanwendung
6000	Diamant Schleifkegel Ø 38 mm M14		27.20		Diamant Schleifkegel / vakuumgelötete Diamanten / Ø 38 mm / Höhe ohne Aufnahme 35 mm / Aufnahme M14 / Trockenanwendung
6001	Diamant Schleifkegel gekröpft Ø 48 mm M14		32.00		Schleifkegel gekröpft / vakuumgelötete Diamanten / Diamant Schleifkegel / Ø 48 mm / Höhe ohne Aufnahme 45 mm / Plafond Ø 20mm / Aufnahme M14 / Trockenanwendung
6002	Diamant Schleifkegel Ø 50 mm M14		36.00		Diamant Schleifkegel / vakuumgelötete Diamanten / Ø 50 mm / Höhe ohne Aufnahme 50 mm / Aufnahme M14 / Trockenanwendung
